1,0.96492,0.13189,0.0036473,22.642,0.0001
1,0.99716,0.16563,0.0032283,19.095,0.0001
1,0.92047,0.1669,0.0036473,22.001,0.0001
1,0.95506,0.15265,0.0034656,20.874,0.0001
1,0.90869,0.17415,0.0034327,17.389,0.0001
1,0.96122,0.16381,0.0036473,20.11,0.0001
1,0.8982,0.14005,0.0035439,21.348,0.0001
1,0.95599,0.14482,0.00354,18.629,0.0001
1,0.95006,0.13935,0.0034327,18.611,0.0001
1,0.90305,0.15546,0.00354,17.924,0.0001
1,0.97425,0.16266,0.0033125,22.652,0.0001
1,0.92326,0.17413,0.0035963,19.312,0.0001
1,0.90058,0.14814,0.0037546,20.909,0.0001
1,0.98897,0.16054,0.003561,19.022,0.0001
1,0.91592,0.1739,0.0036473,18.877,0.0001
1,0.90835,0.14938,0.00354,22.021,0.0001
1,0.93542,0.14882,0.00354,15.888,0.0001
1,0.95219,0.1681,0.0036948,20.778,0.0001
1,0.89504,0.13369,0.0034366,18.936,0.0001
1,0.94297,0.16013,0.0037637,20.136,0.0001
1,0.88801,0.11612,0.0036473,23.264,0.0001
1,0.9675,0.15955,0.0037546,20.951,0.0001
1,1.0164,0.1748,0.0036473,17.584,0.0001
1,1.0092,0.14793,0.0037546,20.498,0.0001
1,0.94186,0.16745,0.00354,23.046,0.0001
1,1.0149,0.16304,0.0039112,19.479,0.0001
1,0.89852,0.12435,0.0034915,20.184,0.0001
1,0.94996,0.12707,0.0034404,21.341,0.0001
1,0.92705,0.15195,0.0036473,18.763,0.0001
1,0.90039,0.16317,0.0034327,17.972,0.0001
1,0.94872,0.149,0.00354,16.447,0.0001
1,0.97678,0.1548,0.0035926,21.011,0.0001
1,0.88152,0.15249,0.0034745,17.927,0.0001
1,1.0194,0.15458,0.0036473,16.889,0.0001
1,1.0042,0.16685,0.0034327,20.117,0.0001
1,0.94749,0.11779,0.0034327,21.508,0.0001
1,0.8946,0.1526,0.00354,21.364,0.0001
1,1.0027,0.15345,0.0035765,19.584,0.0001
1,0.9817,0.16132,0.0034327,20.531,0.0001
1,0.93599,0.15596,0.0034327,18.895,0.0001
1,0.87285,0.15092,0.003635,23.019,0.0001
1,0.92791,0.16853,0.00354,18.56,0.0001
1,0.91522,0.13492,0.00354,17.695,0.0001
1,0.91708,0.11124,0.00354,18.748,0.0001
1,0.95051,0.16085,0.0036473,18.611,0.0001
1,0.92229,0.087866,0.0036473,23.459,0.0001
1,0.92213,0.09707,0.0034363,18.152,0.0001
1,0.90142,0.17242,0.0035628,22.134,0.0001
1,0.89538,0.089787,0.0035314,18.083,0.0001
1,0.90633,0.16681,0.0034327,19.417,0.0001
1,0.92791,0.1387,0.0033691,18.463,0.0001
1,0.98531,0.11979,0.0036473,18.885,0.0001
1,0.88173,0.13275,0.0036046,20.018,0.0001
1,0.9196,0.15785,0.0034327,21.454,0.0001
1,1.012,0.15489,0.0035459,20.581,0.0001
1,0.88641,0.14697,0.0034975,18.722,0.0001
1,0.92659,0.12595,0.0035441,15.787,0.0001
1,0.89332,0.14541,0.0034327,22.153,0.0001
1,0.90567,0.12237,0.0034327,21.854,0.0001
1,0.97447,0.10687,0.0036473,20.646,0.0001
1,0.89411,0.15983,0.00354,22.905,0.0001
1,0.94561,0.13382,0.0035654,22.998,0.0001
1,1.0077,0.16059,0.0034941,18.833,0.0001
1,0.91686,0.14734,0.0034327,20.04,0.0001
1,0.87245,0.1434,0.0034507,21.203,0.0001
1,0.96182,0.15459,0.0034673,22.567,0.0001
1,1.0159,0.12148,0.0033255,18.281,0.0001
1,0.88323,0.14058,0.00354,20.365,0.0001
1,0.95725,0.13012,0.0036666,22.291,0.0001
1,0.99018,0.13795,0.0036473,20.393,0.0001
1,0.96857,0.1136,0.00354,20.879,0.0001
1,0.90994,0.076651,0.0034513,18.01,0.0001
1,0.95802,0.1372,0.0033448,20.415,0.0001
1,0.90898,0.11548,0.0032472,24.891,0.0001
1,0.96932,0.16791,0.0034327,19.125,0.0001
1,0.93279,0.073424,0.00354,20.403,0.0001
1,0.88855,0.13042,0.0034443,17.97,0.0001
1,0.88876,0.084531,0.0035318,21.665,0.0001
1,0.92518,0.14498,0.0033691,18.932,0.0001
1,0.89473,0.17444,0.0033255,23.461,0.0001
1,0.97324,0.13179,0.003442,22.386,0.0001
1,0.8795,0.12597,0.0034327,18.628,0.0001
1,0.94287,0.12711,0.0035476,19.441,0.0001
1,0.91123,0.12889,0.0033255,21.613,0.0001
1,0.97708,0.12312,0.0036311,20.356,0.0001
1,0.9056,0.14278,0.0032589,16.923,0.0001
1,0.88032,0.11846,0.0037546,16.965,0.0001
1,1.0125,0.11051,0.0034327,21.624,0.0001
1,0.96302,0.12411,0.0033333,15.673,0.0001
1,0.87466,0.069584,0.00354,22.614,0.0001
1,0.9347,0.086658,0.00354,17.027,0.0001
1,0.98037,0.14857,0.0034853,19.935,0.0001
1,0.98841,0.1493,0.0033828,18.802,0.0001
1,0.96235,0.076378,0.0036473,21.865,0.0001
1,0.94028,0.080748,0.0036473,18.733,0.0001
1,0.91889,0.066496,0.0034001,18.471,0.0001
1,0.86805,0.076542,0.0034327,22.155,0.0001
1,0.8731,0.1582,0.0034327,20.746,0.0001
1,0.96975,0.12572,0.003442,17.628,0.0001
1,0.92132,0.104,0.0034363,17.698,0.0001
1,1.0186,0.1142,0.0034327,20.113,0.0001
1,0.92576,0.16154,0.0032182,16.044,0.0001
1,0.89854,0.11176,0.0034327,21.831,0.0001
1,0.94245,0.14562,0.0034719,21.323,0.0001
1,0.87652,0.077036,0.003488,17.705,0.0001
1,0.89046,0.12331,0.0035786,20.481,0.0001
1,0.92178,0.11678,0.0036251,22.515,0.0001
1,0.91328,0.16722,0.0033255,21.748,0.0001
1,0.98037,0.1298,0.0035749,22.687,0.0001
1,0.88988,0.044787,0.0032182,19.787,0.0001
1,1.018,0.14723,0.00354,19.46,0.0001
1,0.93402,0.096018,0.0036424,20.323,0.0001
1,0.8884,0.077179,0.00354,19.535,0.0001
1,0.95257,0.11301,0.0033348,18.141,0.0001
1,0.88102,0.11106,0.0035107,21.216,0.0001
1,0.96358,0.14133,0.0034813,18.87,0.0001
1,0.91212,0.16013,0.00354,18.118,0.0001
1,0.94039,0.12019,0.00354,17.257,0.0001
1,0.99185,0.10681,0.0034327,17.253,0.0001
1,0.93595,0.11016,0.00354,21.373,0.0001
1,0.94411,0.095311,0.0033255,19.272,0.0001
1,0.8916,0.061687,0.0033747,21.238,0.0001
1,0.972,0.14871,0.0032182,22.431,0.0001
1,0.91231,0.069705,0.0034327,19.466,0.0001
1,0.89073,0.070297,0.0034327,21.451,0.0001
1,0.93236,0.16214,0.0032182,25.792,0.0001
1,0.99077,0.16719,0.0032283,19.329,0.0001
1,0.97002,0.067689,0.003198,19.389,0.0001
1,0.99608,0.15736,0.0038618,22.234,0.0001
1,0.99468,0.13186,0.0036473,19.2,0.0001
1,0.91942,0.1255,0.00354,21.326,0.0001
1,0.92896,0.091073,0.0033205,19.956,0.0001
1,0.89525,0.081041,0.0033859,18.631,0.0001
1,0.90512,0.13586,0.0034155,15.666,0.0001
1,0.93331,0.12167,0.0035492,18.919,0.0001
1,0.87644,0.10511,0.0034327,21.577,0.0001
1,1.0056,0.12619,0.0034327,21.398,0.0001
1,0.99994,0.074171,0.00354,22.056,0.0001
1,0.874,0.13124,0.0037857,19.601,0.0001
1,0.91407,0.15351,0.0032182,20.763,0.0001
1,0.91855,0.073784,0.00354,20.898,0.0001
1,0.98456,0.068696,0.0037546,19.629,0.0001
1,0.99844,0.12575,0.0033255,22.066,0.0001
1,0.90554,0.1019,0.0035815,16.877,0.0001
1,0.93815,0.17415,0.0034807,24.724,0.0001
1,0.97794,0.092081,0.003467,19.459,0.0001
1,0.91382,0.1038,0.0037546,17.71,0.0001
1,1.006,0.14042,0.0035333,22.604,0.0001
1,0.89799,0.066558,0.0034327,18.113,0.0001
1,0.88596,0.10589,0.00354,18.348,0.0001
1,0.90167,0.095588,0.0031776,21.909,0.0001
1,0.94195,0.088537,0.0034327,18.897,0.0001
1,0.99539,0.14965,0.00349,18.405,0.0001
1,1.0008,0.05324,0.0034179,24.353,0.0001
1,0.89982,0.059445,0.00354,20.559,0.0001
1,1.0164,0.072626,0.0036473,22.616,0.0001
1,0.91588,0.092086,0.0034327,21.915,0.0001
1,0.87703,0.062,0.0033778,20.421,0.0001
1,0.99144,0.075294,0.00354,22.707,0.0001
1,0.89713,0.074284,0.0034327,19.772,0.0001
1,1.0081,0.10249,0.0035794,21.092,0.0001
1,0.87597,0.087302,0.0034327,16.892,0.0001
1,0.92566,0.067876,0.0033456,17.556,0.0001
1,0.91952,0.14068,0.0034327,19.18,0.0001
1,0.9129,0.12198,0.00354,20.768,0.0001
