0.0093146,0.11795,0.0033517,11.061,0.0001
0.015995,0.11485,0.0034341,11.45,0.0001
0.010445,0.079184,0.0035349,10.222,0.0001
0.0045846,0.099834,0.00354,11.159,0.0001
0.018185,0.069059,0.0034327,10.996,0.0001
0.013375,0.086534,0.0036473,10.508,0.0001
0.013245,0.14331,0.0033708,10.77,0.0001
0.011575,0.094064,0.0037546,11.003,0.0001
0.010555,0.13679,0.0035854,11.974,0.0001
0.015105,0.10085,0.00354,11.731,0.0001
0.0061546,0.065136,0.0034327,10.495,0.0001
0.0062046,0.12735,0.00354,11.81,0.0001
0.0045846,0.072359,0.00354,11.118,0.0001
0.011545,0.072311,0.0033203,10.881,0.0001
0.013055,0.12397,0.0034327,11.114,0.0001
0.0037546,0.049923,0.0034327,10.839,0.0001
0.017365,0.032089,0.0036746,10.863,0.0001
0.014615,0.040365,0.0035378,11.347,0.0001
0.015525,0.051002,0.0034327,11.323,0.0001
0.014845,0.13088,0.0036473,11.325,0.0001
0.0066846,0.030281,0.0033255,11.101,0.0001
0.0084346,0.03689,0.0033255,10.538,0.0001
0.015655,0.10799,0.0033269,11.115,0.0001
0.0075946,0.056375,0.0034327,11.389,0.0001
0.0093846,0.10491,0.0034327,11.047,0.0001
0.012265,0.061813,0.0034327,11.21,0.0001
0.017625,0.019481,0.00354,11.118,0.0001
0.0041446,0.042624,0.0036473,10.809,0.0001
0.0061646,0.085764,0.0034327,10.988,0.0001
0.010105,0.018873,0.00354,10.664,0.0001
0.010235,0.046576,0.0034327,11.167,0.0001
0.0048046,0.023698,0.0033255,10.556,0.0001
0.0070546,0.011905,0.0033742,10.579,0.0001
0.0044846,0.0037546,0.0033255,10.657,0.0001
0.014435,0.01292,0.003116,10.017,0.0001
0.013655,0.0059986,0.0030567,11.332,0.0001
0.014435,0.025702,0.0032455,10.998,0.0001
0.029595,0.14274,0.0033637,10.674,0.0001
0.099625,0.14432,0.00354,11.311,0.0001
0.036945,0.14346,0.0034327,10.387,0.0001
0.088675,0.10449,0.0034327,10.869,0.0001
0.096665,0.075074,0.00354,10.828,0.0001
0.048475,0.11759,0.00354,10.996,0.0001
0.097745,0.12607,0.0036473,10.994,0.0001
0.058535,0.10549,0.0034327,10.641,0.0001
0.051255,0.12419,0.0034327,10.891,0.0001
0.090885,0.1236,0.0034327,10.851,0.0001
0.072825,0.098394,0.0036732,11.088,0.0001
0.081575,0.12563,0.0034327,11.228,0.0001
0.080785,0.10627,0.0034327,11.233,0.0001
0.041365,0.1164,0.0034994,10.641,0.0001
0.074105,0.049483,0.00354,10.923,0.0001
0.063345,0.077834,0.00354,10.536,0.0001
0.034395,0.13508,0.0034327,10.566,0.0001
0.068715,0.14429,0.0033255,10.898,0.0001
0.089305,0.14441,0.0034327,11.36,0.0001
0.059205,0.13389,0.0034304,10.669,0.0001
0.058025,0.082784,0.0036473,11.011,0.0001
0.027345,0.12279,0.0033555,10.832,0.0001
0.087045,0.13062,0.0036473,11.235,0.0001
0.083875,0.13952,0.0036473,10.573,0.0001
0.065355,0.13792,0.003384,10.91,0.0001
0.069025,0.073074,0.0036473,11.066,0.0001
0.091975,0.044164,0.00354,11.23,0.0001
0.033495,0.11651,0.0037546,11.363,0.0001
0.066925,0.066207,0.0034327,10.926,0.0001
0.050275,0.081674,0.0034125,10.453,0.0001
0.033245,0.089804,0.0034488,10.677,0.0001
0.038175,0.060362,0.0036473,10.582,0.0001
0.088915,0.075204,0.0036473,11.605,0.0001
0.040215,0.090454,0.0034488,10.715,0.0001
0.047135,0.092864,0.003511,11.124,0.0001
0.059585,0.090564,0.0036473,10.842,0.0001
0.096235,0.10917,0.0034327,11.167,0.0001
0.075345,0.12229,0.0032492,10.671,0.0001
0.091065,0.096294,0.0036473,10.479,0.0001
0.057915,0.12043,0.0033255,10.473,0.0001
0.065965,0.1037,0.0036473,11.046,0.0001
0.097625,0.065652,0.00354,10.847,0.0001
0.054895,0.096614,0.0036473,10.841,0.0001
0.050445,0.10247,0.0034327,11.326,0.0001
0.099375,0.04724,0.0033584,10.987,0.0001
0.033855,0.10365,0.0035178,10.959,0.0001
0.034315,0.12418,0.0034327,11.376,0.0001
0.077605,0.042394,0.0036473,10.659,0.0001
0.10326,0.12146,0.0034327,11.109,0.0001
0.042635,0.083674,0.0036473,11.151,0.0001
0.077925,0.072754,0.0034327,10.827,0.0001
0.028385,0.071214,0.00354,10.965,0.0001
0.029865,0.10999,0.00354,10.55,0.0001
0.054825,0.075694,0.0034327,10.556,0.0001
0.082755,0.079054,0.00354,10.931,0.0001
0.084195,0.045508,0.00354,11.117,0.0001
0.090525,0.05838,0.0034327,11.676,0.0001
0.091335,0.11453,0.00354,10.7,0.0001
0.027075,0.084034,0.0035286,10.956,0.0001
0.051515,0.045914,0.0036473,10.875,0.0001
0.035335,0.083024,0.0034327,10.32,0.0001
0.067305,0.090504,0.00354,10.768,0.0001
0.089505,0.082494,0.00354,10.362,0.0001
0.077415,0.092744,0.0034327,11.152,0.0001
0.050045,0.1098,0.0034418,10.634,0.0001
0.025465,0.10313,0.0034212,10.93,0.0001
0.042685,0.03424,0.0036445,10.737,0.0001
0.084365,0.093344,0.0034327,10.991,0.0001
0.034315,0.03617,0.00354,10.72,0.0001
0.075345,0.11231,0.0032278,11.047,0.0001
0.052295,0.13447,0.0032182,11.122,0.0001
0.092045,0.089084,0.0032182,11.414,0.0001
0.070535,0.039348,0.0034697,10.842,0.0001
0.052825,0.062651,0.00354,10.258,0.0001
0.042785,0.098744,0.0034327,10.648,0.0001
0.079055,0.058909,0.003351,11.306,0.0001
0.057135,0.053061,0.0034327,10.578,0.0001
0.082275,0.086644,0.0033742,11.188,0.0001
0.048625,0.038956,0.0035805,10.937,0.0001
0.064835,0.12168,0.0032182,11.331,0.0001
0.045285,0.13242,0.0031964,10.312,0.0001
0.059995,0.012958,0.00354,10.841,0.0001
0.045495,0.068048,0.00354,10.538,0.0001
0.038345,0.070187,0.0033255,11.772,0.0001
0.063655,0.096744,0.00354,11.148,0.0001
0.029445,0.13002,0.0034327,11.314,0.0001
0.039575,0.12895,0.003352,10.583,0.0001
0.092945,0.1384,0.0034327,10.759,0.0001
0.059315,0.066745,0.0032182,10.818,0.0001
