1,0.1832,0.15801,0.00354,19.84,0.0001
1,0.12218,0.14026,0.0038618,20.806,0.0001
1,0.19433,0.13983,0.0036395,17.701,0.0001
1,0.17049,0.13734,0.0036473,19.571,0.0001
1,0.19722,0.1261,0.00354,20.255,0.0001
1,0.1293,0.12154,0.0034327,24.477,0.0001
1,0.12377,0.16245,0.0034327,21.325,0.0001
1,0.10459,0.13892,0.0035093,18.575,0.0001
1,0.18966,0.16407,0.0036473,19.407,0.0001
1,0.1158,0.11789,0.0036473,17.76,0.0001
1,0.10845,0.1202,0.0036473,22.174,0.0001
1,0.18762,0.14713,0.0036473,19.212,0.0001
1,0.045427,0.15989,0.00354,22.671,0.0001
1,0.084959,0.11063,0.0034016,19.414,0.0001
1,0.18515,0.13527,0.0035474,19.784,0.0001
1,0.1716,0.16339,0.0034327,17.823,0.0001
1,0.12605,0.1548,0.0036386,18.38,0.0001
1,0.13079,0.16282,0.0033255,22.214,0.0001
1,0.10781,0.16091,0.0036473,22.047,0.0001
1,0.11634,0.16161,0.0037546,19.85,0.0001
1,0.12374,0.094829,0.0034327,22.34,0.0001
1,0.10626,0.14664,0.0035697,20.528,0.0001
1,0.083458,0.11977,0.003559,17.272,0.0001
1,0.16247,0.13758,0.0036982,18.145,0.0001
1,0.15469,0.1431,0.00354,18.444,0.0001
1,0.14861,0.13841,0.0037546,19.272,0.0001
1,0.16998,0.12936,0.0036473,20.405,0.0001
1,0.1762,0.15549,0.00354,20.367,0.0001
1,0.10055,0.13259,0.0036473,18.696,0.0001
1,0.12991,0.14241,0.0034327,20.627,0.0001
1,0.073751,0.099867,0.0035103,17.936,0.0001
1,0.13516,0.15603,0.0034327,20.63,0.0001
1,0.18022,0.11596,0.0036339,16.252,0.0001
1,0.090389,0.15921,0.0034327,19.687,0.0001
1,0.097579,0.13958,0.0034327,21.821,0.0001
1,0.13463,0.12792,0.003578,20.289,0.0001
1,0.081152,0.16145,0.0035654,22.784,0.0001
1,0.067567,0.15629,0.00354,19.486,0.0001
1,0.15206,0.12996,0.0036969,20.387,0.0001
