0.0015,0.0025981
0.0015056,0.0026077
0.0015111,0.0026173
0.0015167,0.0026269
0.0015222,0.0026366
0.0015278,0.0026462
0.0015333,0.0026558
0.0015389,0.0026654
0.0015444,0.0026751
0.00155,0.0026847
0.0015556,0.0026943
0.0015611,0.0027039
0.0015667,0.0027135
0.0015722,0.0027232
0.0015778,0.0027328
0.0015833,0.0027424
0.0015889,0.002752
0.0015944,0.0027617
0.0016,0.0027713
0.0016056,0.0027809
0.0016111,0.0027905
0.0016167,0.0028001
0.0016222,0.0028098
0.0016278,0.0028194
0.0016333,0.002829
0.0016389,0.0028386
0.0016444,0.0028483
0.00165,0.0028579
0.0016556,0.0028675
0.0016611,0.0028771
0.0016667,0.0028868
0.0016722,0.0028964
0.0016778,0.002906
0.0016833,0.0029156
0.0016889,0.0029252
0.0016944,0.0029349
0.0017,0.0029445
0.0017056,0.0029541
0.0017111,0.0029637
0.0017167,0.0029734
0.0017222,0.002983
0.0017278,0.0029926
0.0017333,0.0030022
0.0017389,0.0030118
0.0017444,0.0030215
0.00175,0.0030311
0.0017556,0.0030407
0.0017611,0.0030503
0.0017667,0.00306
0.0017722,0.0030696
0.0017778,0.0030792
0.0017833,0.0030888
0.0017889,0.0030984
0.0017944,0.0031081
0.0018,0.0031177
0.0018056,0.0031273
0.0018111,0.0031369
0.0018167,0.0031466
0.0018222,0.0031562
0.0018278,0.0031658
0.0018333,0.0031754
0.0018389,0.003185
0.0018444,0.0031947
0.00185,0.0032043
0.0018556,0.0032139
0.0018611,0.0032235
0.0018667,0.0032332
0.0018722,0.0032428
0.0018778,0.0032524
0.0018833,0.003262
0.0018889,0.0032717
0.0018944,0.0032813
0.0019,0.0032909
0.0019056,0.0033005
0.0019111,0.0033101
0.0019167,0.0033198
0.0019222,0.0033294
0.0019278,0.003339
0.0019333,0.0033486
0.0019389,0.0033583
0.0019444,0.0033679
0.00195,0.0033775
0.0019556,0.0033871
0.0019611,0.0033967
0.0019667,0.0034064
0.0019722,0.003416
0.0019778,0.0034256
0.0019833,0.0034352
0.0019889,0.0034449
0.0019944,0.0034545
0.002,0.0034641
0.0020056,0.0034737
0.0020111,0.0034833
0.0020167,0.003493
0.0020222,0.0035026
0.0020278,0.0035122
0.0020333,0.0035218
0.0020389,0.0035315
0.0020444,0.0035411
0.00205,0.0035507
