0.17195,0.027608,0.0035954
0.11822,0.075253,0.0038808
0.094461,0.040551,0.0037171
0.07547,0.047798,0.0037078
0.10449,0.045755,0.0036474
0.18897,0.046609,0.0038297
0.10368,0.020113,0.0037583
0.13118,0.044004,0.0037171
0.17559,0.066469,0.0035801
0.15991,0.049892,0.0036302
0.19309,0.076826,0.0036045
0.092842,0.048643,0.0037171
0.14717,0.039892,0.0035312
0.1082,0.071745,0.0036045
0.21534,0.079883,0.0034918
0.024035,0.079356,0.0037702
0.14767,0.058534,0.0036045
0.11123,0.07861,0.0037241
0.060396,0.046612,0.0037171
0.11174,0.049951,0.0038242
0.21121,0.049653,0.0035081
0.049882,0.14635,0.0036045
0.20372,0.050338,0.0035722
0.14089,0.073051,0.0036045
0.083917,0.048959,0.0036363
0.018876,0.092609,0.0036045
0.16513,0.021267,0.0034953
0.16837,0.04763,0.0033786
0.13605,0.14123,0.0037171
0.16563,0.055647,0.0036045
0.13956,0.020223,0.003655
0.0074323,0.09247,0.0035637
0.17258,0.040018,0.003561
0.058705,0.076061,0.0034335
0.069556,0.04309,0.0036213
0.0081364,0.084317,0.0037171
0.025799,0.129,0.0036016
0.18641,0.081349,0.003629
0.13289,0.026497,0.0036575
0.16348,0.028285,0.0035493
0.14863,0.050518,0.0037765
0.12236,0.050204,0.0037609
0.1541,0.045001,0.0038476
0.17518,0.049399,0.0035503
0.10764,0.033563,0.0038248
0.20335,0.060106,0.0036045
0.052761,0.11087,0.0036045
0.19728,0.064372,0.0035858
0.032991,0.059544,0.0036045
0.19284,0.039008,0.0037047
0.07714,0.025328,0.003773
0.091227,0.13212,0.0034831
0.15586,0.019427,0.0036772
0.15493,0.086832,0.0037171
0.06579,0.075446,0.003496
0.065328,0.082519,0.0034851
0.117,0.044703,0.0033172
0.11987,0.10026,0.003445
0.053385,0.043649,0.0035098
0.20971,0.070065,0.0037737
0.20784,0.08391,0.0034878
0.10343,0.079712,0.0037171
0.13883,0.039901,0.0036066
0.16467,0.093321,0.0036377
0.074681,0.055977,0.0034242
0.19082,0.14161,0.0035776
0.028084,0.053458,0.0035133
0.098797,0.092496,0.0036045
0.037283,0.12094,0.0036593
0.0055719,0.05221,0.0037666
0.061154,0.06894,0.0036045
0.20001,0.081585,0.0035224
0.12902,0.034865,0.0036474
0.089507,0.11144,0.0035614
0.1185,0.14076,0.0036045
0.022229,0.14559,0.0036236
0.073353,0.070615,0.0035162
0.050024,0.032177,0.0036382
0.054283,0.052137,0.0036253
0.12869,0.076785,0.0034328
0.14778,0.07033,0.0033792
0.011839,0.11104,0.0032857
0.20849,0.042822,0.0033172
0.14324,0.10285,0.0037847
0.1296,0.062117,0.0034433
0.048757,0.090007,0.0036001
0.046397,0.044254,0.0033972
0.03041,0.1464,0.0034685
0.028502,0.025304,0.0034768
0.16015,0.14563,0.0034918
0.17299,0.020072,0.0034918
0.16305,0.073916,0.0039424
0.14811,0.019264,0.0035312
0.040521,0.057754,0.0038396
0.056621,0.063026,0.0034946
0.1967,0.14638,0.0037171
0.11168,0.027168,0.0034985
0.17605,0.03376,0.0034877
0.18559,0.039913,0.0033172
0.20159,0.030406,0.0035689
0.18578,0.095771,0.0036463
0.081695,0.063163,0.003481
0.090185,0.096042,0.0036463
0.10703,0.063397,0.0034563
0.14871,0.090724,0.003359
0.10769,0.092508,0.0035263
0.18142,0.06178,0.0035401
0.21678,0.087299,0.0036463
0.11416,0.064335,0.0036281
0.085874,0.1054,0.0033801
0.060253,0.10435,0.0033151
0.16776,0.03423,0.0035401
0.17028,0.076907,0.0034253
0.025575,0.088155,0.0035358
0.13931,0.12565,0.00348
0.14909,0.026414,0.0035401
0.087238,0.080623,0.0034328
0.081515,0.075487,0.0035358
0.15827,0.038685,0.0036138
0.17185,0.090498,0.0035281
0.21242,0.019537,0.0034253
0.014426,0.13662,0.0034253
0.09274,0.10296,0.0035401
0.029657,0.040007,0.0035689
0.037098,0.088382,0.0035422
0.078154,0.12537,0.0036463
0.060955,0.11221,0.0034253
0.013776,0.066597,0.0034316
0.13173,0.12273,0.0034143
0.066954,0.14672,0.0034253
0.15574,0.056424,0.0035358
0.0028802,0.099394,0.0036463
0.094678,0.026027,0.0036109
0.056965,0.084399,0.0034843
0.0066702,0.067677,0.0036463
0.07452,0.063286,0.0035872
0.039944,0.046616,0.003254
0.067761,0.090992,0.0035281
0.1564,0.026712,0.0035206
0.10187,0.038791,0.0036463
0.20734,0.13385,0.0036175
0.14384,0.144,0.0034143
0.16518,0.041188,0.0036206
0.20318,0.018845,0.0035634
0.19945,0.042638,0.0036474
0.13607,0.033279,0.0034584
0.13469,0.068588,0.0036463
0.18268,0.050565,0.0034139
0.045994,0.13354,0.0035281
0.11613,0.093198,0.0034328
0.10017,0.072706,0.0033161
0.18356,0.14648,0.0036463
0.19362,0.090969,0.0035617
0.1032,0.053027,0.0035358
0.059685,0.14424,0.0032183
0.095992,0.060125,0.0033148
0.217,0.059267,0.0035401
0.093399,0.067779,0.0034328
0.050544,0.12649,0.0033255
0.19465,0.10754,0.0035401
0.19677,0.049455,0.0033267
0.21234,0.14492,0.0037852
0.13892,0.062576,0.0034253
0.084357,0.035761,0.0035401
0.085358,0.069418,0.0034328
0.11004,0.14699,0.0032183
0.15237,0.076743,0.003261
0.037579,0.07456,0.0036265
0.18781,0.025532,0.0035125
0.1275,0.10588,0.0036474
0.12954,0.051703,0.003467
0.18226,0.1209,0.0036463
0.047412,0.05448,0.0035272
0.099092,0.031991,0.0035401
0.16745,0.14504,0.003402
0.14128,0.085083,0.0034253
0.014042,0.055865,0.0036463
0.19447,0.02974,0.0034328
0.078586,0.13613,0.0035358
0.036208,0.067227,0.0035281
0.10034,0.10288,0.0036461
0.11413,0.10975,0.003533
0.17844,0.11438,0.0037466
0.073272,0.14327,0.0034328
0.073763,0.11943,0.0035358
0.039349,0.10573,0.003359
0.063717,0.038924,0.0034424
0.050144,0.082953,0.0033813
0.16418,0.10079,0.0034328
0.1071,0.11071,0.0033148
0.043099,0.065158,0.0034328
0.13953,0.051756,0.0034124
0.1442,0.11945,0.0035358
0.20691,0.025043,0.0035634
0.021352,0.055615,0.0034489
0.072157,0.085096,0.0036463
0.15476,0.063512,0.0034328
0.20832,0.091384,0.0036463
0.15876,0.080302,0.0036463
0.033062,0.12791,0.0034328
0.20475,0.14628,0.0036463
0.1209,0.067112,0.0033904
0.12247,0.060173,0.0035401
0.1284,0.14194,0.0036463
0.010971,0.025657,0.0034549
0.091149,0.032803,0.0037546
0.039369,0.081482,0.0034103
0.18838,0.033315,0.003415
0.072074,0.12945,0.003522
0.0043562,0.044769,0.0035534
0.0061044,0.031406,0.0034328
0.11249,0.020217,0.0033926
0.15309,0.033248,0.0036474
0.014236,0.080091,0.0035314
0.051122,0.024543,0.0036463
0.15762,0.11465,0.0035155
0.035217,0.032697,0.0038587
0.12177,0.035989,0.003593
0.052407,0.11826,0.0034253
0.11311,0.10262,0.0036082
0.082817,0.020921,0.0033064
0.008268,0.14166,0.0034883
0.065832,0.032258,0.003444
0.11076,0.041501,0.0034253
0.12372,0.042901,0.0034815
0.16197,0.12504,0.0036373
0.099054,0.10999,0.0033826
0.0088636,0.074898,0.0032183
0.14331,0.095301,0.0035918
0.015112,0.031621,0.0035401
0.15439,0.12388,0.0034328
0.20949,0.031868,0.0034046
0.057926,0.12577,0.0033255
0.13509,0.13119,0.0033772
0.15006,0.10011,0.0033255
0.12743,0.06962,0.0034977
0.17661,0.097936,0.0033038
0.21434,0.027088,0.0032372
0.08902,0.062015,0.0035689
0.0076772,0.038491,0.0034032
0.14088,0.027563,0.0036947
0.14196,0.13632,0.0035358
0.090428,0.088451,0.0034253
0.017308,0.049446,0.0034253
0.02342,0.044848,0.0039778
0.084191,0.11751,0.0034189
0.080092,0.09948,0.0035358
0.056744,0.029965,0.0033037
0.021214,0.037249,0.0034599
0.095583,0.019044,0.0033236
0.086625,0.026757,0.0034328
0.18568,0.088686,0.0033255
0.062637,0.025754,0.0032357
0.077348,0.10615,0.0034328
0.17897,0.076967,0.0032332
0.1043,0.027206,0.0032492
0.19028,0.13454,0.0034059
0.12105,0.10898,0.0033227
0.01802,0.12284,0.003254
0.085033,0.056244,0.0033255
0.0018538,0.073857,0.0036001
0.063289,0.060585,0.0034992
0.010061,0.12601,0.0032639
0.015248,0.14452,0.0033318
0.11874,0.029256,0.0036325
0.023666,0.030607,0.0035127
0.033212,0.13492,0.0033148
0.092113,0.13985,0.0034253
0.027086,0.14026,0.0034042
0.056464,0.036884,0.003514
0.024782,0.11511,0.0033599
0.01854,0.10826,0.0032183
0.016955,0.12974,0.0035358
0.12313,0.092437,0.0034328
0.025146,0.12201,0.0033119
0.13532,0.10108,0.0034221
0.06786,0.066075,0.0034253
0.1146,0.035683,0.0034328
0.1843,0.019447,0.0034052
0.0022048,0.14664,0.0036463
0.1865,0.056481,0.0035212
0.13241,0.11527,0.0036474
0.19133,0.01957,0.0032459
0.021045,0.10009,0.0033148
0.1153,0.086281,0.0034253
0.20087,0.14018,0.0034328
0.06725,0.050077,0.0035982
0.19725,0.023194,0.0034328
0.098101,0.13541,0.0035358
0.036622,0.018694,0.0032427
0.20145,0.10024,0.0034514
0.17884,0.024029,0.0034025
0.11072,0.1393,0.0034359
0.21298,0.10625,0.0034328
0.21041,0.062695,0.0031611
0.035514,0.052288,0.0034651
0.15585,0.0706,0.0036923
0.083741,0.13044,0.0033148
0.02963,0.070065,0.0033568
0.19046,0.06282,0.0033015
0.20438,0.037186,0.0034328
0.20566,0.10585,0.0034557
0.040782,0.14639,0.0033362
0.16488,0.11837,0.0034328
0.027797,0.099255,0.0033255
0.16954,0.069958,0.0032958
0.14588,0.032849,0.0034328
0.16228,0.086637,0.0033534
0.14727,0.12596,0.0035401
0.066653,0.10777,0.0034098
0.031085,0.092986,0.0034328
0.20266,0.11233,0.0034253
0.1094,0.12889,0.0034328
0.1511,0.10707,0.0033456
0.074091,0.077402,0.0032035
0.21408,0.037001,0.0033698
0.16838,0.062594,0.0036463
0.027251,0.063774,0.0032545
0.046557,0.071193,0.0033148
0.025424,0.10588,0.0034487
0.0038992,0.12864,0.0032367
0.18526,0.074471,0.0032374
0.044674,0.11699,0.0034088
0.19877,0.13343,0.0034253
0.14656,0.080438,0.0033148
0.12766,0.02174,0.0032556
0.12588,0.028323,0.0034562
0.18651,0.11514,0.0033148
0.21652,0.066363,0.0033148
0.12314,0.11565,0.0034105
0.15214,0.13942,0.0035173
0.031488,0.083856,0.0033148
0.014468,0.038779,0.0032868
0.14847,0.13326,0.003464
0.060966,0.019104,0.0033255
0.049374,0.061551,0.0036474
0.035688,0.14149,0.0034253
0.16716,0.13825,0.0032872
0.078478,0.11337,0.0035294
0.10943,0.056873,0.003366
0.053686,0.017983,0.003254
0.07081,0.10213,0.0033148
0.18204,0.030026,0.0032878
0.018479,0.025073,0.0033954
0.019646,0.062707,0.0035034
0.073792,0.095852,0.0033255
0.053499,0.069221,0.0032183
0.1345,0.056967,0.0035583
0.17067,0.13006,0.0034069
0.072655,0.031287,0.0033129
0.2154,0.099719,0.0033255
0.18537,0.067655,0.0034253
0.12544,0.12921,0.003245
0.15913,0.13743,0.0036435
0.019273,0.084878,0.0033104
0.10467,0.12344,0.003557
0.11633,0.056775,0.0033148
0.097719,0.12191,0.0034508
0.032128,0.11585,0.003478
0.0088649,0.060815,0.0033255
0.077155,0.036421,0.0034071
0.19583,0.11458,0.0033148
0.1754,0.082733,0.0033589
0.042026,0.093266,0.0032891
0.080267,0.14378,0.0033255
0.096845,0.085608,0.0034253
0.2094,0.056426,0.0030817
0.085181,0.1389,0.0034253
0.069248,0.025122,0.0032979
0.067944,0.11468,0.0035128
0.17256,0.12305,0.0034253
0.1083,0.085321,0.0034917
0.001115,0.089088,0.003495
0.097674,0.14394,0.0033148
0.020111,0.018592,0.0031808
0.01865,0.074511,0.0033658
0.038799,0.11312,0.0035193
0.045363,0.10991,0.0034253
0.12263,0.12267,0.003521
0.0010808,0.081012,0.0034896
0.12913,0.13478,0.0033148
0.0049814,0.13551,0.0033778
0.061209,0.053774,0.0033772
0.19394,0.12127,0.0033124
0.032292,0.10711,0.0034215
0.040203,0.039318,0.0034567
0.0098672,0.018338,0.0035401
0.081082,0.042337,0.0034593
0.20225,0.075258,0.0030825
0.096164,0.078472,0.0033744
0.1846,0.10843,0.0032896
0.18141,0.1396,0.0033198
